일시,기온(°C),강수량(mm),풍속(m/s),습도(%),적설(cm)
2019-03-26 4:00,7.5,0,0.9,79,0
2019-03-26 5:00,7.4,0,2,80,0
2019-03-26 6:00,7.5,0,1.6,82,0
2019-03-26 7:00,7.5,0,1.4,82,0
2019-03-26 8:00,7.8,0,1.6,79,0
2019-03-26 9:00,8.8,0,0.9,71,0
2019-03-26 10:00,11.1,0,1.6,61,0
2019-03-26 11:00,13.3,0,1.8,47,0
2019-03-26 12:00,14.1,0,2.8,30,0
2019-03-26 13:00,15,0,2.4,30,0
2019-03-26 14:00,16.6,0,2.4,27,0
2019-03-26 15:00,17,0,2.8,27,0
2019-03-26 16:00,17.5,0,1.6,25,0
2019-03-26 17:00,17.3,0,2.6,24,0
2019-03-26 18:00,15.9,0,2.6,31,0
2019-03-26 19:00,13.4,0,1.4,37,0
2019-03-26 20:00,11.9,0,1.9,39,0
2019-03-26 21:00,11.1,0,2.3,38,0
2019-03-26 22:00,10.7,0,2.4,38,0
2019-03-26 23:00,10.1,0,1.1,40,0
2019-03-27 0:00,9.2,0,0.8,52,0
2019-03-27 1:00,9.7,0,3.2,47,0
2019-03-27 2:00,9.9,0,1.2,50,0
2019-03-27 3:00,10,0,3,62,0
2019-03-27 4:00,9.9,0,3.1,71,0
2019-03-27 5:00,9.8,0,2.6,74,0
2019-03-27 6:00,9.7,0,2,76,0
2019-03-27 7:00,10.1,0,2.1,75,0
2019-03-27 8:00,10.6,0,3.5,72,0
2019-03-27 9:00,11.7,0,2.1,66,0
2019-03-27 10:00,12.8,0,3.4,61,0
2019-03-27 11:00,14.6,0,3.2,53,0
2019-03-27 12:00,15.8,0,5.1,49,0
2019-03-27 13:00,15.5,0,4.4,49,0
2019-03-27 14:00,15.8,0,4.3,49,0
2019-03-27 15:00,15.1,0,5.1,49,0
2019-03-27 16:00,14,0,5.2,55,0
2019-03-27 17:00,12.6,0,3.4,64,0
2019-03-27 18:00,11.6,0,3.5,70,0
2019-03-27 19:00,10.9,0,3.4,74,0
2019-03-27 20:00,10.5,0,1.5,76,0
2019-03-27 21:00,10,0,2.7,77,0
2019-03-27 22:00,9.7,0,2.3,78,0
2019-03-27 23:00,9.5,0,1.8,79,0
2019-03-28 0:00,8.9,0,2.1,82,0
2019-03-28 1:00,8.6,0,2.6,82,0
2019-03-28 2:00,8.3,0,1.4,84,0
2019-03-28 3:00,7.7,0,3.4,85,0
2019-03-28 4:00,7.2,0,3.5,84,0
2019-03-28 5:00,6.7,0,2.1,80,0
2019-03-28 6:00,6.1,0,3.5,83,0
2019-03-28 7:00,5.6,0,0.9,85,0
2019-03-28 8:00,6,0,2,79,0
2019-03-28 9:00,7.2,0,1.8,65,0
2019-03-28 10:00,9.1,0,1.6,56,0
2019-03-28 11:00,11,0,3.2,52,0
2019-03-28 12:00,12.5,0,2.8,38,0
2019-03-28 13:00,13.7,0,2.9,27,0
2019-03-28 14:00,14.2,0,2.7,17,0
2019-03-28 15:00,14.1,0,3.4,20,0
2019-03-28 16:00,13.8,0,3.7,24,0
2019-03-28 17:00,12.9,0,4.5,29,0
2019-03-28 18:00,11.3,0,3.5,32,0
2019-03-28 19:00,9.7,0,3.1,31,0
2019-03-28 20:00,8.8,0,3.1,35,0
2019-03-28 21:00,8.4,0,2.3,37,0
2019-03-28 22:00,8.4,0,2,39,0
2019-03-28 23:00,8.1,0,3.3,45,0
2019-03-29 0:00,7.9,0,1.6,39,0
2019-03-29 1:00,7.7,0,2.3,40,0
2019-03-29 2:00,7.2,0,1.5,40,0
2019-03-29 3:00,6.9,0,0.8,37,0
2019-03-29 4:00,6.4,0,1.1,26,0
2019-03-29 5:00,6.3,0,1.4,29,0
2019-03-29 6:00,5.6,0,1.3,33,0
2019-03-29 7:00,5.6,0,1.1,35,0
2019-03-29 8:00,5.9,0,0.7,35,0
2019-03-29 9:00,7.7,0,0.9,32,0
2019-03-29 10:00,10.2,0,1.6,32,0
2019-03-29 11:00,11.4,0,2.1,29,0
2019-03-29 12:00,12.3,0,3.1,26,0
2019-03-29 13:00,13.8,0,1.8,23,0
2019-03-29 14:00,14.8,0,2.5,20,0
2019-03-29 15:00,14.9,0,2.7,22,0
2019-03-29 16:00,14.1,0,3.8,27,0
2019-03-29 17:00,12.7,0,3.6,30,0
2019-03-29 18:00,11.4,0,3.2,30,0
2019-03-29 19:00,9.4,0,3,32,0
2019-03-29 20:00,8.2,0,2,28,0
2019-03-29 21:00,7.9,0,2.4,38,0
2019-03-29 22:00,7.5,0,2.5,39,0
2019-03-29 23:00,7.3,0,2.4,43,0
2019-03-30 0:00,7.1,0,2.5,47,0
2019-03-30 1:00,5.7,0,3.1,71,0
2019-03-30 2:00,4.5,0,1.1,86,0
2019-03-30 3:00,4.4,1.6,2.9,87,0
2019-03-30 4:00,3.9,0,0.5,88,0
2019-03-30 5:00,4.1,0,0.1,93,0
2019-03-30 6:00,4.4,0,0.7,91,0
2019-03-30 7:00,4.7,0,1.2,92,0
2019-03-30 8:00,5,0,2.1,86,0
2019-03-30 9:00,5.4,0,2,83,0
2019-03-30 10:00,6,0,2.6,79,0
2019-03-30 11:00,6.5,0,3,73,0
2019-03-30 12:00,7.6,0,3.1,69,0
2019-03-30 13:00,6.6,0,3.4,78,0
2019-03-30 14:00,7.9,0,5.7,63,0
2019-03-30 15:00,7.7,0.1,5.9,39,0
2019-03-30 16:00,7.1,0,4.9,45,0
2019-03-30 17:00,5.9,0,5.3,57,0
2019-03-30 18:00,4.7,0,4.2,66,0
2019-03-30 19:00,3.7,0,4.9,65,0
2019-03-30 20:00,3.6,0,4.3,68,0
2019-03-30 21:00,3.7,0.1,3.7,69,0
2019-03-30 22:00,3.9,0,3.5,69,0
2019-03-30 23:00,4.1,0,4.2,70,0
2019-03-31 0:00,3.7,0,3.8,72,0
2019-03-31 1:00,3.4,0,4.4,69,0
2019-03-31 2:00,3.2,0,4.8,70,0
2019-03-31 3:00,3.3,0,3.4,69,0
2019-03-31 4:00,3.2,0,3.1,69,0
2019-03-31 5:00,3.2,0,2.9,70,0
2019-03-31 6:00,3.1,0,3,69,0
2019-03-31 7:00,3,0,1.5,67,0
2019-03-31 8:00,3,0,2.8,63,0
2019-03-31 9:00,3.1,0,2.6,60,0
2019-03-31 10:00,3.5,0,3.7,58,0
2019-03-31 11:00,4.2,0,2.7,53,0
2019-03-31 12:00,5,0,4.1,47,0
2019-03-31 13:00,4.8,0,3.1,51,0
2019-03-31 14:00,5.3,0,2.9,46,0
2019-03-31 15:00,6.7,0,3,35,0
2019-03-31 16:00,8,0,3.3,24,0
2019-03-31 17:00,7.5,0,4.4,20,0
2019-03-31 18:00,6.8,0,3.2,27,0
2019-03-31 19:00,5.9,0,3.1,24,0
2019-03-31 20:00,4.9,0,2.6,24,0
2019-03-31 21:00,4.2,0,3.1,25,0
2019-03-31 22:00,3.6,0,2.8,28,0
2019-03-31 23:00,3,0,1.6,31,0
